Lg,LDD_Dose,LDD_Energy,SD_Dose,SD_Energy,Vd,Vth,Id,SS,gm
0.36,1.00E+12,20,1.00E+16,30,1,1.125,2.689e-04,80.928,1.956e-04
0.36,1.00E+12,20,1.00E+16,40,0.05,0.155,3.716e-05,1367.872,1.586e-05
0.36,1.00E+12,20,1.00E+16,40,1,0.445,3.717e-04,1052.485,1.809e-04
0.36,1.00E+12,20,1.00E+17,10,0.05,0.833,4.149e-05,84.343,2.931e-05
0.36,1.00E+12,20,1.00E+17,10,1,1.128,2.727e-04,81.322,1.987e-04
0.36,1.00E+12,20,1.00E+17,15,0.05,0.823,4.239e-05,84.002,2.994e-05
0.36,1.00E+12,20,1.00E+17,15,1,1.105,2.796e-04,80.961,2.005e-04
0.36,1.00E+12,20,1.00E+17,20,0.05,0.812,4.390e-05,83.425,3.094e-05
0.36,1.00E+12,20,1.00E+17,20,1,1.083,2.873e-04,80.473,2.028e-04
0.36,1.00E+12,20,1.00E+17,30,0.05,0.779,4.504e-05,82.673,3.033e-05
0.36,1.00E+12,20,1.00E+17,30,1,1.043,3.004e-04,80.023,2.062e-04
0.36,1.00E+12,20,1.00E+18,10,0.05,0.816,4.427e-05,84.045,3.117e-05
0.36,1.00E+12,20,1.00E+18,10,1,1.089,2.872e-04,80.686,2.035e-04
0.36,1.00E+12,20,1.00E+18,15,0.05,0.802,4.546e-05,83.115,3.195e-05
0.36,1.00E+12,20,1.00E+18,15,1,1.063,2.952e-04,80.246,2.054e-04
0.36,1.00E+12,20,1.00E+18,20,0.05,0.784,4.803e-05,82.763,3.363e-05
0.36,1.00E+12,20,1.00E+18,20,1,1.022,3.088e-04,80.367,2.090e-04
0.36,1.00E+12,20,1.00E+18,30,0.05,0.597,4.933e-05,83.742,2.696e-05
0.36,1.00E+12,20,1.00E+18,30,1,0.882,3.518e-04,89.623,2.174e-04
0.36,1.00E+12,30,1.00E+14,10,0.05,0.842,2.010e-05,85.603,1.745e-05
0.36,1.00E+12,30,1.00E+14,10,1,1.063,1.582e-04,83.605,1.161e-04
0.36,1.00E+12,30,1.00E+14,15,0.05,0.843,2.131e-05,85.459,1.851e-05
0.36,1.00E+12,30,1.00E+14,15,1,1.074,1.705e-04,83.375,1.251e-04
0.36,1.00E+12,30,1.00E+14,20,0.05,0.835,2.210e-05,85.538,1.842e-05
0.36,1.00E+12,30,1.00E+14,20,1,1.083,1.803e-04,83.181,1.318e-04
0.36,1.00E+12,30,1.00E+14,30,0.05,0.835,2.284e-05,85.389,1.926e-05
0.36,1.00E+12,30,1.00E+14,30,1,1.096,1.937e-04,82.83,1.409e-04
0.36,1.00E+12,30,1.00E+14,40,0.05,0.826,2.365e-05,84.956,1.984e-05
0.36,1.00E+12,30,1.00E+14,40,1,1.109,2.092e-04,82.282,1.517e-04
0.36,1.00E+12,30,1.00E+15,10,0.05,0.852,2.964e-05,85.312,2.256e-05
0.36,1.00E+12,30,1.00E+15,10,1,1.159,2.247e-04,82.621,1.676e-04
0.36,1.00E+12,30,1.00E+15,15,0.05,0.851,3.008e-05,85.208,2.288e-05
0.36,1.00E+12,30,1.00E+15,15,1,1.158,2.279e-04,82.489,1.700e-04
0.36,1.00E+12,30,1.00E+15,20,0.05,0.85,3.104e-05,85.158,2.344e-05
0.36,1.00E+12,30,1.00E+15,20,1,1.162,2.331e-04,82.36,1.742e-04
0.36,1.00E+12,30,1.00E+15,30,0.05,0.843,3.314e-05,84.71,2.474e-05
0.36,1.00E+12,30,1.00E+15,30,1,1.153,2.453e-04,81.796,1.821e-04
0.36,1.00E+12,30,1.00E+15,40,0.05,0.743,3.398e-05,82.55,2.134e-05
0.36,1.00E+12,30,1.00E+15,40,1,1.093,2.653e-04,80.125,1.886e-04
0.36,1.00E+12,30,1.00E+16,10,0.05,0.855,3.424e-05,85.208,2.479e-05
0.36,1.00E+12,30,1.00E+16,10,1,1.186,2.412e-04,82.327,1.836e-04
0.36,1.00E+12,30,1.00E+16,15,0.05,0.849,3.661e-05,84.957,2.637e-05
0.36,1.00E+12,30,1.00E+16,15,1,1.171,2.520e-04,82.033,1.896e-04
0.36,1.00E+12,30,1.00E+16,20,0.05,0.845,3.701e-05,84.834,2.664e-05
0.36,1.00E+12,30,1.00E+16,20,1,1.161,2.550e-04,81.828,1.905e-04
0.36,1.00E+12,30,1.00E+16,30,0.05,0.828,3.945e-05,84.041,2.805e-05
0.36,1.00E+12,30,1.00E+16,30,1,1.124,2.690e-04,80.918,1.956e-04
0.36,1.00E+12,30,1.00E+16,40,0.05,0.155,3.716e-05,1368.334,1.586e-05
0.36,1.00E+12,30,1.00E+16,40,1,0.445,3.717e-04,1052.767,1.809e-04
0.36,1.00E+12,30,1.00E+17,10,0.05,0.833,4.151e-05,84.338,2.932e-05
0.36,1.00E+12,30,1.00E+17,10,1,1.127,2.728e-04,81.316,1.987e-04
0.36,1.00E+12,30,1.00E+17,15,0.05,0.823,4.240e-05,83.999,2.995e-05
0.36,1.00E+12,30,1.00E+17,15,1,1.105,2.797e-04,80.958,2.005e-04
0.36,1.00E+12,30,1.00E+17,20,0.05,0.812,4.390e-05,83.423,3.095e-05
0.36,1.00E+12,30,1.00E+17,20,1,1.083,2.873e-04,80.472,2.028e-04
0.36,1.00E+12,30,1.00E+17,30,0.05,0.779,4.505e-05,82.675,3.032e-05
0.36,1.00E+12,30,1.00E+17,30,1,1.043,3.004e-04,80.024,2.062e-04
0.36,1.00E+12,30,1.00E+18,10,0.05,0.816,4.427e-05,84.052,3.117e-05
0.36,1.00E+12,30,1.00E+18,10,1,1.089,2.872e-04,80.686,2.035e-04
0.36,1.00E+12,30,1.00E+18,15,0.05,0.802,4.547e-05,83.115,3.195e-05
0.36,1.00E+12,30,1.00E+18,15,1,1.063,2.952e-04,80.251,2.054e-04
0.36,1.00E+12,30,1.00E+18,20,0.05,0.784,4.803e-05,82.763,3.363e-05
0.36,1.00E+12,30,1.00E+18,20,1,1.022,3.088e-04,80.368,2.090e-04
0.36,1.00E+12,30,1.00E+18,30,0.05,0.597,4.933e-05,83.742,2.696e-05
0.36,1.00E+12,30,1.00E+18,30,1,0.882,3.518e-04,89.623,2.174e-04
0.36,1.00E+12,50,1.00E+14,10,0.05,0.839,1.947e-05,85.627,1.615e-05
0.36,1.00E+12,50,1.00E+14,10,1,1.047,1.474e-04,83.695,1.062e-04
0.36,1.00E+12,50,1.00E+14,15,0.05,0.841,2.081e-05,85.431,1.761e-05
0.36,1.00E+12,50,1.00E+14,15,1,1.056,1.606e-04,83.432,1.165e-04
0.36,1.00E+12,50,1.00E+14,20,0.05,0.842,2.170e-05,85.364,1.857e-05
0.36,1.00E+12,50,1.00E+14,20,1,1.065,1.713e-04,83.22,1.244e-04
0.36,1.00E+12,50,1.00E+14,30,0.05,0.833,2.251e-05,85.358,1.878e-05
0.36,1.00E+12,50,1.00E+14,30,1,1.081,1.866e-04,82.884,1.351e-04
0.36,1.00E+12,50,1.00E+14,40,0.05,0.824,2.339e-05,84.934,1.953e-05
0.36,1.00E+12,50,1.00E+14,40,1,1.1,2.055e-04,82.255,1.484e-04
0.36,1.00E+12,50,1.00E+15,10,0.05,0.85,2.946e-05,85.28,2.235e-05
0.36,1.00E+12,50,1.00E+15,10,1,1.151,2.229e-04,82.581,1.655e-04
0.36,1.00E+12,50,1.00E+15,15,0.05,0.849,2.992e-05,85.148,2.270e-05
0.36,1.00E+12,50,1.00E+15,15,1,1.152,2.264e-04,82.442,1.681e-04
0.36,1.00E+12,50,1.00E+15,20,0.05,0.848,3.092e-05,85.053,2.332e-05
0.36,1.00E+12,50,1.00E+15,20,1,1.156,2.321e-04,82.288,1.728e-04
0.36,1.00E+12,50,1.00E+15,30,0.05,0.842,3.309e-05,84.749,2.469e-05
0.36,1.00E+12,50,1.00E+15,30,1,1.15,2.451e-04,81.738,1.815e-04
0.36,1.00E+12,50,1.00E+15,40,0.05,0.741,3.394e-05,82.498,2.130e-05
0.36,1.00E+12,50,1.00E+15,40,1,1.091,2.652e-04,80.071,1.882e-04
0.36,1.00E+12,50,1.00E+16,10,0.05,0.854,3.423e-05,85.002,2.476e-05
0.36,1.00E+12,50,1.00E+16,10,1,1.184,2.413e-04,82.262,1.833e-04
0.36,1.00E+12,50,1.00E+16,15,0.05,0.848,3.665e-05,84.931,2.640e-05
0.36,1.00E+12,50,1.00E+16,15,1,1.169,2.523e-04,81.973,1.896e-04
0.36,1.00E+12,50,1.00E+16,20,0.05,0.844,3.705e-05,84.774,2.666e-05
0.36,1.00E+12,50,1.00E+16,20,1,1.16,2.553e-04,81.774,1.904e-04
0.36,1.00E+12,50,1.00E+16,30,0.05,0.828,3.948e-05,84.011,2.807e-05
0.36,1.00E+12,50,1.00E+16,30,1,1.123,2.692e-04,80.888,1.955e-04
0.36,1.00E+12,50,1.00E+16,40,0.05,0.154,3.717e-05,1370.163,1.585e-05
0.36,1.00E+12,50,1.00E+16,40,1,0.444,3.718e-04,1053.972,1.808e-04
0.36,1.00E+12,50,1.00E+17,10,0.05,0.832,4.155e-05,84.319,2.935e-05
0.36,1.00E+12,50,1.00E+17,10,1,1.126,2.731e-04,81.293,1.988e-04
0.36,1.00E+12,50,1.00E+17,15,0.05,0.823,4.243e-05,83.979,2.998e-05
0.36,1.00E+12,50,1.00E+17,15,1,1.104,2.799e-04,80.937,2.005e-04
0.36,1.00E+12,50,1.00E+17,20,0.05,0.812,4.393e-05,83.411,3.097e-05
0.36,1.00E+12,50,1.00E+17,20,1,1.083,2.875e-04,80.462,2.028e-04
0.36,1.00E+12,50,1.00E+17,30,0.05,0.779,4.505e-05,82.672,3.034e-05
0.36,1.00E+12,50,1.00E+17,30,1,1.043,3.005e-04,80.023,2.062e-04
0.36,1.00E+12,50,1.00E+18,10,0.05,0.815,4.429e-05,84.093,3.119e-05
0.36,1.00E+12,50,1.00E+18,10,1,1.088,2.873e-04,80.675,2.036e-04
0.36,1.00E+12,50,1.00E+18,15,0.05,0.802,4.548e-05,83.115,3.196e-05
0.36,1.00E+12,50,1.00E+18,15,1,1.063,2.953e-04,80.246,2.054e-04
0.36,1.00E+12,50,1.00E+18,20,0.05,0.784,4.804e-05,82.763,3.363e-05
0.36,1.00E+12,50,1.00E+18,20,1,1.022,3.088e-04,80.367,2.090e-04
0.36,1.00E+12,50,1.00E+18,30,0.05,0.597,4.933e-05,83.744,2.696e-05
0.36,1.00E+12,50,1.00E+18,30,1,0.882,3.518e-04,89.627,2.174e-04
0.36,1.00E+12,70,1.00E+14,10,0.05,0.829,1.889e-05,85.748,1.438e-05
0.36,1.00E+12,70,1.00E+14,10,1,1.046,1.407e-04,83.714,1.006e-04
0.36,1.00E+12,70,1.00E+14,15,0.05,0.839,2.034e-05,85.454,1.681e-05
0.36,1.00E+12,70,1.00E+14,15,1,1.049,1.545e-04,83.471,1.112e-04
0.36,1.00E+12,70,1.00E+14,20,0.05,0.84,2.133e-05,85.33,1.800e-05
0.36,1.00E+12,70,1.00E+14,20,1,1.057,1.658e-04,83.234,1.198e-04
0.36,1.00E+12,70,1.00E+14,30,0.05,0.836,2.225e-05,85.285,1.878e-05
0.36,1.00E+12,70,1.00E+14,30,1,1.073,1.822e-04,82.914,1.316e-04
0.36,1.00E+12,70,1.00E+14,40,0.05,0.823,2.318e-05,84.921,1.927e-05
0.36,1.00E+12,70,1.00E+14,40,1,1.096,2.031e-04,82.242,1.465e-04
0.36,1.00E+12,70,1.00E+15,10,0.05,0.849,2.930e-05,85.264,2.216e-05
0.36,1.00E+12,70,1.00E+15,10,1,1.148,2.219e-04,82.559,1.644e-04
0.36,1.00E+12,70,1.00E+15,15,0.05,0.848,2.978e-05,85.122,2.253e-05
0.36,1.00E+12,70,1.00E+15,15,1,1.149,2.255e-04,82.414,1.671e-04
0.36,1.00E+12,70,1.00E+15,20,0.05,0.847,3.082e-05,84.995,2.319e-05
0.36,1.00E+12,70,1.00E+15,20,1,1.154,2.315e-04,82.24,1.721e-04
0.36,1.00E+12,70,1.00E+15,30,0.05,0.841,3.304e-05,84.713,2.462e-05
0.36,1.00E+12,70,1.00E+15,30,1,1.148,2.450e-04,81.695,1.813e-04
0.36,1.00E+12,70,1.00E+15,40,0.05,0.74,3.390e-05,82.458,2.126e-05
0.36,1.00E+12,70,1.00E+15,40,1,1.09,2.651e-04,80.031,1.880e-04
0.36,1.00E+12,70,1.00E+16,10,0.05,0.853,3.422e-05,84.908,2.470e-05
0.36,1.00E+12,70,1.00E+16,10,1,1.182,2.414e-04,82.221,1.832e-04
0.36,1.00E+12,70,1.00E+16,15,0.05,0.847,3.667e-05,84.898,2.638e-05
0.36,1.00E+12,70,1.00E+16,15,1,1.168,2.525e-04,81.929,1.896e-04
0.36,1.00E+12,70,1.00E+16,20,0.05,0.843,3.707e-05,84.729,2.665e-05
0.36,1.00E+12,70,1.00E+16,20,1,1.159,2.555e-04,81.731,1.905e-04
0.36,1.00E+12,70,1.00E+16,30,0.05,0.827,3.950e-05,83.982,2.806e-05
0.36,1.00E+12,70,1.00E+16,30,1,1.123,2.694e-04,80.859,1.956e-04
0.36,1.00E+12,70,1.00E+16,40,0.05,0.153,3.717e-05,1372.672,1.585e-05
0.36,1.00E+12,70,1.00E+16,40,1,0.443,3.718e-04,1055.648,1.807e-04
0.36,1.00E+12,70,1.00E+17,10,0.05,0.831,4.158e-05,84.29,2.935e-05
0.36,1.00E+12,70,1.00E+17,10,1,1.126,2.733e-04,81.266,1.989e-04
0.36,1.00E+12,70,1.00E+17,15,0.05,0.822,4.246e-05,83.959,2.997e-05
0.36,1.00E+12,70,1.00E+17,15,1,1.104,2.801e-04,80.916,2.006e-04
0.36,1.00E+12,70,1.00E+17,20,0.05,0.811,4.395e-05,83.392,3.096e-05
0.36,1.00E+12,70,1.00E+17,20,1,1.082,2.877e-04,80.447,2.029e-04
0.36,1.00E+12,70,1.00E+17,30,0.05,0.778,4.506e-05,82.665,3.033e-05
0.36,1.00E+12,70,1.00E+17,30,1,1.043,3.006e-04,80.022,2.063e-04
0.36,1.00E+12,70,1.00E+18,10,0.05,0.815,4.432e-05,84.08,3.118e-05
0.36,1.00E+12,70,1.00E+18,10,1,1.088,2.875e-04,80.66,2.036e-04
0.36,1.00E+12,70,1.00E+18,15,0.05,0.802,4.550e-05,83.109,3.195e-05
0.36,1.00E+12,70,1.00E+18,15,1,1.062,2.955e-04,80.24,2.055e-04
0.36,1.00E+12,70,1.00E+18,20,0.05,0.784,4.805e-05,82.757,3.361e-05
0.36,1.00E+12,70,1.00E+18,20,1,1.022,3.090e-04,80.366,2.090e-04
0.36,1.00E+12,70,1.00E+18,30,0.05,0.596,4.933e-05,83.749,2.696e-05
0.36,1.00E+12,70,1.00E+18,30,1,0.882,3.519e-04,89.659,2.174e-04
0.36,1.00E+13,10,1.00E+14,10,0.05,0.847,2.645e-05,85.903,2.273e-05
0.36,1.00E+13,10,1.00E+14,10,1,1.161,2.261e-04,83.199,1.690e-04
0.36,1.00E+13,10,1.00E+14,15,0.05,0.846,2.690e-05,85.815,2.293e-05
0.36,1.00E+13,10,1.00E+14,15,1,1.161,2.283e-04,83.099,1.704e-04
0.36,1.00E+13,10,1.00E+14,20,0.05,0.846,2.723e-05,85.742,2.309e-05
0.36,1.00E+13,10,1.00E+14,20,1,1.159,2.300e-04,83.01,1.715e-04
0.36,1.00E+13,10,1.00E+14,30,0.05,0.845,2.756e-05,85.644,2.328e-05
0.36,1.00E+13,10,1.00E+14,30,1,1.155,2.323e-04,82.856,1.727e-04
0.36,1.00E+13,10,1.00E+14,40,0.05,0.834,2.790e-05,85.273,2.304e-05
0.36,1.00E+13,10,1.00E+14,40,1,1.146,2.362e-04,82.486,1.744e-04
0.36,1.00E+13,10,1.00E+15,10,0.05,0.855,3.278e-05,85.613,2.507e-05
0.36,1.00E+13,10,1.00E+15,10,1,1.183,2.418e-04,82.826,1.836e-04
0.36,1.00E+13,10,1.00E+15,15,0.05,0.854,3.300e-05,85.54,2.519e-05
0.36,1.00E+13,10,1.00E+15,15,1,1.18,2.432e-04,82.733,1.842e-04
0.36,1.00E+13,10,1.00E+15,20,0.05,0.853,3.351e-05,85.456,2.542e-05
0.36,1.00E+13,10,1.00E+15,20,1,1.177,2.453e-04,82.619,1.854e-04
0.36,1.00E+13,10,1.00E+15,30,0.05,0.846,3.492e-05,85.136,2.613e-05
0.36,1.00E+13,10,1.00E+15,30,1,1.161,2.527e-04,82.085,1.887e-04
0.36,1.00E+13,10,1.00E+15,40,0.05,0.747,3.551e-05,82.948,2.234e-05
0.36,1.00E+13,10,1.00E+15,40,1,1.099,2.718e-04,80.505,1.941e-04
0.36,1.00E+13,10,1.00E+16,10,0.05,0.856,3.587e-05,85.459,2.618e-05
0.36,1.00E+13,10,1.00E+16,10,1,1.186,2.484e-04,82.649,1.890e-04
0.36,1.00E+13,10,1.00E+16,15,0.05,0.851,3.741e-05,85.131,2.700e-05
0.36,1.00E+13,10,1.00E+16,15,1,1.171,2.552e-04,82.26,1.920e-04
0.36,1.00E+13,10,1.00E+16,20,0.05,0.847,3.776e-05,85.064,2.722e-05
0.36,1.00E+13,10,1.00E+16,20,1,1.163,2.579e-04,82.043,1.928e-04
0.36,1.00E+13,10,1.00E+16,30,0.05,0.829,3.980e-05,84.175,2.831e-05
0.36,1.00E+13,10,1.00E+16,30,1,1.127,2.704e-04,81.05,1.969e-04
0.36,1.00E+13,10,1.00E+16,40,0.05,0.154,3.761e-05,1365.82,1.605e-05
0.36,1.00E+13,10,1.00E+16,40,1,0.443,3.756e-04,1052.441,1.826e-04
0.36,1.00E+13,10,1.00E+17,10,0.05,0.833,4.156e-05,84.455,2.937e-05
0.36,1.00E+13,10,1.00E+17,10,1,1.128,2.731e-04,81.362,1.991e-04
0.36,1.00E+13,10,1.00E+17,15,0.05,0.823,4.244e-05,84.062,2.999e-05
0.36,1.00E+13,10,1.00E+17,15,1,1.106,2.799e-04,80.989,2.008e-04
0.36,1.00E+13,10,1.00E+17,20,0.05,0.812,4.392e-05,83.578,3.097e-05
0.36,1.00E+13,10,1.00E+17,20,1,1.083,2.875e-04,80.486,2.030e-04
0.36,1.00E+13,10,1.00E+17,30,0.05,0.779,4.510e-05,82.692,3.037e-05
0.36,1.00E+13,10,1.00E+17,30,1,1.043,3.007e-04,80.052,2.064e-04
0.36,1.00E+13,10,1.00E+18,10,0.05,0.816,4.429e-05,83.824,3.119e-05
0.36,1.00E+13,10,1.00E+18,10,1,1.089,2.873e-04,80.694,2.036e-04
0.36,1.00E+13,10,1.00E+18,15,0.05,0.802,4.551e-05,83.133,3.198e-05
0.36,1.00E+13,10,1.00E+18,15,1,1.063,2.954e-04,80.268,2.056e-04
0.36,1.00E+13,10,1.00E+18,20,0.05,0.789,4.810e-05,82.733,3.434e-05
0.36,1.00E+13,10,1.00E+18,20,1,1.022,3.091e-04,80.37,2.091e-04
0.36,1.00E+13,10,1.00E+18,30,0.05,0.597,4.939e-05,83.772,2.700e-05
0.36,1.00E+13,10,1.00E+18,30,1,0.882,3.520e-04,89.664,2.176e-04
0.36,1.00E+13,20,1.00E+14,10,0.05,0.835,2.749e-05,85.482,2.359e-05
0.36,1.00E+13,20,1.00E+14,10,1,1.138,2.340e-04,82.644,1.720e-04
0.36,1.00E+13,20,1.00E+14,15,0.05,0.841,2.789e-05,85.384,2.444e-05
0.36,1.00E+13,20,1.00E+14,15,1,1.139,2.357e-04,82.576,1.732e-04
0.36,1.00E+13,20,1.00E+14,20,0.05,0.835,2.815e-05,85.386,2.387e-05
0.36,1.00E+13,20,1.00E+14,20,1,1.138,2.369e-04,82.516,1.740e-04
0.36,1.00E+13,20,1.00E+14,30,0.05,0.835,2.841e-05,85.378,2.401e-05
0.36,1.00E+13,20,1.00E+14,30,1,1.136,2.385e-04,82.415,1.750e-04
0.36,1.00E+13,20,1.00E+14,40,0.05,0.825,2.862e-05,85.063,2.367e-05
0.36,1.00E+13,20,1.00E+14,40,1,1.129,2.416e-04,82.125,1.763e-04
0.36,1.00E+13,20,1.00E+15,10,0.05,0.845,3.349e-05,85.328,2.570e-05
0.36,1.00E+13,20,1.00E+15,10,1,1.162,2.477e-04,82.413,1.852e-04
0.36,1.00E+13,20,1.00E+15,15,0.05,0.844,3.366e-05,85.306,2.579e-05
0.36,1.00E+13,20,1.00E+15,15,1,1.161,2.486e-04,82.359,1.856e-04
0.36,1.00E+13,20,1.00E+15,20,0.05,0.844,3.403e-05,85.277,2.594e-05
0.36,1.00E+13,20,1.00E+15,20,1,1.159,2.500e-04,82.294,1.864e-04
0.36,1.00E+13,20,1.00E+15,30,0.05,0.841,3.529e-05,84.962,2.650e-05
0.36,1.00E+13,20,1.00E+15,30,1,1.15,2.556e-04,81.928,1.894e-04
0.36,1.00E+13,20,1.00E+15,40,0.05,0.742,3.571e-05,82.936,2.245e-05
0.36,1.00E+13,20,1.00E+15,40,1,1.092,2.738e-04,80.545,1.944e-04
0.36,1.00E+13,20,1.00E+16,10,0.05,0.847,3.646e-05,85.24,2.672e-05
0.36,1.00E+13,20,1.00E+16,10,1,1.169,2.535e-04,82.309,1.904e-04
0.36,1.00E+13,20,1.00E+16,15,0.05,0.846,3.727e-05,85.102,2.712e-05
0.36,1.00E+13,20,1.00E+16,15,1,1.163,2.567e-04,82.14,1.920e-04
0.36,1.00E+13,20,1.00E+16,20,0.05,0.843,3.804e-05,84.934,2.753e-05
0.36,1.00E+13,20,1.00E+16,20,1,1.155,2.602e-04,81.944,1.935e-04
0.36,1.00E+13,20,1.00E+16,30,0.05,0.829,3.992e-05,84.177,2.847e-05
0.36,1.00E+13,20,1.00E+16,30,1,1.125,2.713e-04,81.088,1.972e-04
0.36,1.00E+13,20,1.00E+16,40,0.05,0.146,3.769e-05,1365.524,1.602e-05
0.36,1.00E+13,20,1.00E+16,40,1,0.436,3.769e-04,1051.685,1.826e-04
0.36,1.00E+13,20,1.00E+17,10,0.05,0.832,4.170e-05,84.438,2.949e-05
0.36,1.00E+13,20,1.00E+17,10,1,1.126,2.741e-04,81.382,1.995e-04
0.36,1.00E+13,20,1.00E+17,15,0.05,0.823,4.252e-05,84.04,3.006e-05
0.36,1.00E+13,20,1.00E+17,15,1,1.105,2.804e-04,81.013,2.011e-04
0.36,1.00E+13,20,1.00E+17,20,0.05,0.812,4.396e-05,83.452,3.100e-05
0.36,1.00E+13,20,1.00E+17,20,1,1.084,2.878e-04,80.502,2.032e-04
0.36,1.00E+13,20,1.00E+17,30,0.05,0.779,4.514e-05,82.711,3.041e-05
0.36,1.00E+13,20,1.00E+17,30,1,1.043,3.010e-04,80.075,2.066e-04
0.36,1.00E+13,20,1.00E+18,10,0.05,0.815,4.432e-05,83.811,3.121e-05
0.36,1.00E+13,20,1.00E+18,10,1,1.089,2.876e-04,80.701,2.038e-04
0.36,1.00E+13,20,1.00E+18,15,0.05,0.802,4.554e-05,83.151,3.201e-05
0.36,1.00E+13,20,1.00E+18,15,1,1.063,2.957e-04,80.284,2.057e-04
0.36,1.00E+13,20,1.00E+18,20,0.05,0.789,4.811e-05,82.736,3.436e-05
0.36,1.00E+13,20,1.00E+18,20,1,1.022,3.092e-04,80.376,2.092e-04
0.36,1.00E+13,20,1.00E+18,30,0.05,0.597,4.946e-05,83.805,2.703e-05
0.36,1.00E+13,20,1.00E+18,30,1,0.881,3.523e-04,89.751,2.177e-04
0.36,1.00E+13,30,1.00E+14,10,0.05,0.828,2.759e-05,85.117,2.380e-05
0.36,1.00E+13,30,1.00E+14,10,1,1.124,2.366e-04,82.275,1.721e-04
0.36,1.00E+13,30,1.00E+14,15,0.05,0.829,2.796e-05,85.086,2.395e-05
0.36,1.00E+13,30,1.00E+14,15,1,1.125,2.380e-04,82.23,1.731e-04
0.36,1.00E+13,30,1.00E+14,20,0.05,0.829,2.827e-05,85.065,2.407e-05
0.36,1.00E+13,30,1.00E+14,20,1,1.125,2.392e-04,82.178,1.741e-04
0.36,1.00E+13,30,1.00E+14,30,0.05,0.829,2.850e-05,85.055,2.420e-05
0.36,1.00E+13,30,1.00E+14,30,1,1.124,2.407e-04,82.089,1.750e-04
0.36,1.00E+13,30,1.00E+14,40,0.05,0.82,2.869e-05,84.762,2.384e-05
0.36,1.00E+13,30,1.00E+14,40,1,1.118,2.436e-04,81.821,1.763e-04
0.36,1.00E+13,30,1.00E+15,10,0.05,0.838,3.361e-05,85.017,2.587e-05
0.36,1.00E+13,30,1.00E+15,10,1,1.149,2.503e-04,82.092,1.852e-04
0.36,1.00E+13,30,1.00E+15,15,0.05,0.838,3.376e-05,85.005,2.595e-05
0.36,1.00E+13,30,1.00E+15,15,1,1.148,2.510e-04,82.051,1.856e-04
0.36,1.00E+13,30,1.00E+15,20,0.05,0.838,3.414e-05,84.985,2.609e-05
0.36,1.00E+13,30,1.00E+15,20,1,1.147,2.522e-04,82.003,1.864e-04
0.36,1.00E+13,30,1.00E+15,30,0.05,0.837,3.534e-05,84.756,2.660e-05
0.36,1.00E+13,30,1.00E+15,30,1,1.142,2.570e-04,81.726,1.893e-04
0.36,1.00E+13,30,1.00E+15,40,0.05,0.738,3.568e-05,82.83,2.242e-05
0.36,1.00E+13,30,1.00E+15,40,1,1.085,2.746e-04,80.473,1.941e-04
0.36,1.00E+13,30,1.00E+16,10,0.05,0.841,3.665e-05,84.956,2.690e-05
0.36,1.00E+13,30,1.00E+16,10,1,1.158,2.560e-04,82.006,1.908e-04
0.36,1.00E+13,30,1.00E+16,15,0.05,0.841,3.743e-05,84.858,2.729e-05
0.36,1.00E+13,30,1.00E+16,15,1,1.155,2.588e-04,81.903,1.923e-04
0.36,1.00E+13,30,1.00E+16,20,0.05,0.839,3.818e-05,84.741,2.768e-05
0.36,1.00E+13,30,1.00E+16,20,1,1.148,2.618e-04,81.772,1.937e-04
0.36,1.00E+13,30,1.00E+16,30,0.05,0.827,3.997e-05,84.116,2.855e-05
0.36,1.00E+13,30,1.00E+16,30,1,1.122,2.719e-04,81.053,1.973e-04
0.36,1.00E+13,30,1.00E+16,40,0.05,0.141,3.775e-05,1369.288,1.602e-05
0.36,1.00E+13,30,1.00E+16,40,1,0.431,3.776e-04,1053.954,1.825e-04
0.36,1.00E+13,30,1.00E+17,10,0.05,0.831,4.182e-05,84.412,2.958e-05
0.36,1.00E+13,30,1.00E+17,10,1,1.123,2.749e-04,81.337,1.997e-04
0.36,1.00E+13,30,1.00E+17,15,0.05,0.822,4.259e-05,84.014,3.011e-05
0.36,1.00E+13,30,1.00E+17,15,1,1.104,2.808e-04,80.991,2.012e-04
0.36,1.00E+13,30,1.00E+17,20,0.05,0.811,4.401e-05,83.44,3.104e-05
0.36,1.00E+13,30,1.00E+17,20,1,1.083,2.880e-04,80.499,2.033e-04
0.36,1.00E+13,30,1.00E+17,30,0.05,0.778,4.517e-05,82.716,3.041e-05
0.36,1.00E+13,30,1.00E+17,30,1,1.043,3.011e-04,80.084,2.067e-04
0.36,1.00E+13,30,1.00E+18,10,0.05,0.815,4.437e-05,83.951,3.125e-05
0.36,1.00E+13,30,1.00E+18,10,1,1.088,2.878e-04,80.689,2.039e-04
0.36,1.00E+13,30,1.00E+18,15,0.05,0.802,4.558e-05,83.154,3.204e-05
0.36,1.00E+13,30,1.00E+18,15,1,1.062,2.960e-04,80.287,2.058e-04
0.36,1.00E+13,30,1.00E+18,20,0.05,0.789,4.812e-05,82.739,3.436e-05
0.36,1.00E+13,30,1.00E+18,20,1,1.022,3.093e-04,80.379,2.092e-04
0.36,1.00E+13,30,1.00E+18,30,0.05,0.599,4.838e-05,83.293,2.647e-05
0.36,1.00E+13,30,1.00E+18,30,1,0.889,3.477e-04,88.791,2.158e-04
0.36,1.00E+13,50,1.00E+14,10,0.05,0.825,2.771e-05,84.43,2.508e-05
